IId sex Anho Population d_fibra p_vellongras peso_vivo
Merino46552 F 2023 Espinar 12.09 0 44.56
Merino46553 M 2023 Espinar 13.42 2.73 45.22
Merino46554 F 2023 Espinar 11.47 0.49 44.94
Merino46555 M 2023 Espinar 11.75 4.29 43.95
Merino46556 F 2023 Espinar 11.41 0 45.87
Merino46557 M 2023 Espinar 12.75 2.68 44.27
Merino46558 F 2023 Espinar 13.69 4.88 44.17
Merino46559 M 2023 Espinar 14.25 2.71 45.39
Merino46560 F 2023 Espinar 14.03 1.1 44.3
Merino46561 M 2023 Espinar 10.9 0 43.25
Merino46562 F 2023 Espinar 11.94 2.4 0
Merino46563 M 2023 Espinar 12.07 1.07 43.92
Merino46564 F 2023 Espinar 13.22 0.96 45.33
Merino46565 M 2023 Espinar 12.59 2.3 47.15
Merino46566 F 2023 Espinar 14.97 4.67 44.45
Merino46567 M 2023 Espinar 12.41 0.41 0
Merino46568 F 2023 Espinar 12.34 0.6 0
Merino46569 M 2023 Espinar 0 0.89 45.32
Merino46570 F 2023 Espinar 11.51 0 0
Merino46571 M 2023 Espinar 13.07 0 42.44
Merino46572 F 2023 Espinar 10.8 2.58 0
Merino46573 M 2023 Espinar 12.24 1.88 0
Merino46574 F 2023 Espinar 13.24 1.63 44.81
Merino46575 M 2023 Espinar 13.02 0 0
Merino46576 F 2023 Espinar 12.58 0.79 43.73
Merino46577 M 2023 Espinar 12.73 0 44.11
Merino46578 F 2023 Espinar 0 2.4 45.74
Merino46579 M 2023 Espinar 0 0.69 42.46
Merino46580 F 2023 Espinar 12.76 0 43.75
Merino46581 M 2023 Espinar 12.11 1.38 45.39
Merino46582 F 2023 Espinar 13.37 0.16 0
Merino46583 M 2023 Espinar 12.25 0.83 45.23
Merino46584 F 2023 Espinar 12.37 1.17 41.51
Merino46585 M 2023 Espinar 12.49 0 45.79
Merino46586 F 2023 Espinar 13.38 5.03 44.98
Merino46587 M 2023 Espinar 10.81 1.64 43.07
Merino46588 F 2023 Espinar 13.07 0 46.19
Merino46589 M 2023 Espinar 11.12 0 42.81
Merino46590 F 2023 Espinar 11.68 2.73 44.02
Merino46591 M 2023 Espinar 13.56 2.68 44.04
Merino46592 F 2023 Espinar 13.95 0.25 46.11
Merino46593 M 2023 Espinar 13.74 0 43.71
Merino46594 F 2023 Espinar 13.03 0 43.96
Merino46595 M 2023 Espinar 12.49 4.77 46.39
Merino46596 F 2023 Espinar 14.32 2.69 44.71
Merino46597 M 2023 Espinar 13.88 2.79 44.81
Merino46598 F 2023 Espinar 14.42 1.51 43.58
Merino46599 M 2023 Espinar 13.47 0 44.93
Merino46600 F 2023 Espinar 14.42 0 0
Merino46601 M 2023 Espinar 11.59 0.94 42.86
Merino46602 F 2023 Espinar 12.44 0 45.53
Merino46603 M 2023 Espinar 12.51 0 43.59
Merino46604 F 2023 Espinar 0 2.95 44.24
Merino46605 M 2023 Espinar 11.59 0 44.49
Merino46606 F 2023 Espinar 10.69 2.46 0
Merino46607 M 2023 Espinar 10.37 0 0
Merino46608 F 2023 Espinar 11.46 0.63 45.2
Merino46609 M 2023 Espinar 12.53 4.61 43.59
Merino46610 F 2023 Espinar 11.23 4.28 45.44
Merino46611 M 2023 Espinar 13.87 0 0
Merino46612 F 2023 Espinar 12.53 0 45.05
Merino46613 M 2023 Espinar 11.3 0.83 0
Merino46614 F 2023 Espinar 0 0 42.97
Merino46615 M 2023 Espinar 13.15 0.14 0
Merino46616 F 2023 Espinar 0 0 0
Merino46617 M 2023 Espinar 10.97 2.65 44.38
Merino46618 F 2023 Espinar 11.76 1.36 0
Merino46619 M 2023 Espinar 11.97 0 43.52
Merino46620 F 2023 Espinar 11.03 0 44.2
Merino46621 M 2023 Espinar 12.44 0 44.78
Merino46622 F 2023 Espinar 13.13 3.81 46.3
Merino46623 M 2023 Espinar 10.47 1.89 43.49
Merino46624 F 2023 Espinar 11.04 3.83 45.71
Merino46625 M 2023 Espinar 12.16 0 44.77
Merino46626 F 2023 Espinar 12.14 0 42.52
Merino46627 M 2023 Espinar 0 0.0100000000000002 44.4
Merino46628 F 2023 Espinar 0 2.71 43.4
Merino46629 M 2023 Espinar 13 1 44.73
Merino46630 F 2023 Espinar 0 0 45.04
Merino46631 M 2023 Espinar 12.54 0 0
Merino46632 F 2023 Espinar 12.36 1.1 44.37
Merino46633 M 2023 Espinar 12.15 1.89 46.22
Merino46634 F 2023 Espinar 0 3.98 44.94
Merino46635 M 2023 Espinar 12.67 0.75 44.9
Merino46636 F 2023 Espinar 10.38 4.49 46.62
Merino46637 M 2023 Espinar 11.37 0.66 43.94
Merino46638 F 2023 Espinar 11.14 1.72 0
Merino46639 M 2023 Espinar 12.33 0.92 43.36
Merino46640 F 2023 Espinar 12.52 0 44.45
Merino46641 M 2023 Espinar 13.37 0 42.85
Merino46642 F 2023 Espinar 14.33 6.51 44.32
Merino46643 M 2023 Espinar 10.89 3.27 0
Merino46644 F 2023 Espinar 12.53 0 0
Merino46645 M 2023 Espinar 11.56 2.5 0
Merino46646 F 2023 Espinar 12.79 0.56 44.59
Merino46647 M 2023 Espinar 11.13 0 0
Merino46648 F 2023 Espinar 12.41 0 44.25
Merino46649 M 2023 Espinar 12.25 3.19 43.76
Merino46650 F 2023 Espinar 11.29 3.38 44.19
Merino46651 M 2023 Espinar 13.37 0 44.73
Merino46652 F 2023 Espinar 11.3 1.44 43.89
Merino46653 M 2023 Espinar 12.08 0 43.59
Merino46654 F 2023 Espinar 12.44 4.31 0
Merino46655 M 2023 Espinar 11.5 0 44.13
Merino46656 F 2023 Espinar 9.86 0 0
Merino46657 M 2023 Espinar 13.45 3.55 43.39
Merino46658 F 2023 Espinar 13.2 0.93 0
Merino46659 M 2023 Espinar 12.02 3.15 44.89
Merino46660 F 2023 Espinar 11.95 2.08 0
Merino46661 M 2023 Espinar 11.57 0 46.79
Merino46662 F 2023 Espinar 12.15 1.74 45.31
Merino46663 M 2023 Espinar 13.37 1.91 45.63
Merino46664 F 2023 Espinar 12.62 1.06 45.94
Merino46665 M 2023 Espinar 11.67 2.28 43.77
Merino46666 F 2023 Espinar 11.7 3.74 44.42
Merino46667 M 2023 Espinar 12.06 0 44.88
Merino46668 F 2023 Espinar 11.79 3.03 45.74
Merino46669 M 2023 Espinar 12.93 0.87 45.52
Merino46670 F 2023 Espinar 12.78 0.29 46.32
Merino46671 M 2023 Espinar 11.33 0 44.97
Merino46672 F 2023 Espinar 0 0.1 42.74
Merino46673 M 2023 Espinar 13.24 2.03 43.74
Merino46674 F 2023 Espinar 12.64 1.43 44.02
Merino46675 M 2023 Espinar 11.29 2.2 45.12
Merino46676 F 2023 Espinar 10.52 2.07 45
Merino46677 M 2023 Espinar 12.83 1.65 47.1
Merino46678 F 2023 Espinar 12.53 0 42.89
Merino46679 M 2023 Espinar 12.35 0.81 0
Merino46680 F 2023 Espinar 0 0 43.35
Merino46681 M 2023 Espinar 0 0 44.7
Merino46682 F 2023 Espinar 10.38 2.41 44.75
Merino46683 M 2023 Espinar 12.4 2.18 43.76
Merino46684 F 2023 Espinar 13.45 4.29 45.26
Merino46685 M 2023 Espinar 12.26 1.05 46.26
Merino46686 F 2023 Espinar 13.39 4.45 0
Merino46687 M 2023 Espinar 11.72 0 44.71
Merino46688 F 2023 Espinar 12.68 0.0900000000000003 42.94
Merino46689 M 2023 Espinar 11.69 2.52 46.42
Merino46690 F 2023 Espinar 13.64 5.85 0
Merino46691 M 2023 Espinar 10.82 1.62 44.88
Merino46692 F 2023 Espinar 11.36 1.98 43.34
Merino46693 M 2023 Espinar 0 0 44.65
Merino46694 F 2023 Espinar 11.78 1.16 45.05
Merino46695 M 2023 Espinar 13.31 0.94 44.48
Merino46696 F 2023 Espinar 11.1 3.9 46.95
Merino46697 M 2023 Espinar 11.69 0 44.05
Merino46698 F 2023 Espinar 9.58 0.17 44.1
Merino46699 M 2023 Espinar 11.47 1.68 44.2
Merino46700 F 2023 Espinar 11.85 1.68 0
Merino46701 M 2023 Espinar 14.43 3.42 44.91
Merino46702 F 2023 Espinar 11.42 0 44.11
Merino46703 M 2023 Espinar 11.72 2.17 46.2
Merino46704 F 2023 Espinar 11.23 4.01 44.98
Merino46705 M 2023 Espinar 11.83 0 0
Merino46706 F 2023 Espinar 12.86 1.63 44.86
Merino46707 M 2023 Espinar 13.22 0 0
Merino46708 F 2023 Espinar 11.21 1.78 45.72
Merino46709 M 2023 Espinar 11.84 0 45.05
Merino46710 F 2023 Espinar 11.88 1.9 0
Merino46711 M 2023 Espinar 11.76 1.86 44.18
Merino46712 F 2023 Espinar 11.73 0 0
Merino46713 M 2023 Espinar 11.78 3.68 0
Merino46714 F 2023 Espinar 13.1 2.9 44.73
Merino46715 M 2023 Espinar 11.77 3.33 45.29
Merino46716 F 2023 Espinar 10.66 0.43 43.27
Merino46717 M 2023 Espinar 13.31 2.6 46.74
Merino46718 F 2023 Espinar 11.85 2.85 0
Merino46719 M 2023 Espinar 12.48 0.51 44.72
Merino46720 F 2023 Espinar 13.11 2.92 0
Merino46721 M 2023 Espinar 10.58 5.24 45.82
Merino46722 F 2023 Espinar 14.33 1.46 42.64
Merino46723 M 2023 Espinar 12.69 4.35 44.38
Merino46724 F 2023 Espinar 12.12 2.01 0
Merino46725 M 2023 Espinar 12.66 3.47 0
Merino46726 F 2023 Espinar 13.51 0.74 44.5
Merino46727 M 2023 Espinar 12.18 0 43.83
Merino46728 F 2023 Espinar 0 2.96 43.69
Merino46729 M 2023 Espinar 11.28 3.53 45.88
Merino46730 F 2023 Espinar 10.97 3.31 45.14
Merino46731 M 2023 Espinar 12.32 1.23 44.76
Merino46732 F 2023 Espinar 10.79 0 0
Merino46733 M 2023 Espinar 12.57 0 43.52
Merino46734 F 2023 Espinar 12.14 3.07 44.07
Merino46735 M 2023 Espinar 14.12 0 42.56
Merino46736 F 2023 Espinar 11.38 2.42 43.74
Merino46737 M 2023 Espinar 12.9 1.43 42.62
Merino46738 F 2023 Espinar 0 1.55 0
Merino46739 M 2023 Espinar 10.73 0 43.12
Merino46740 F 2023 Espinar 10.96 4.34 45.36
Merino46741 M 2023 Espinar 13.05 1.3 44.59
Merino46742 F 2023 Espinar 11.81 2.32 0
Merino46743 M 2023 Espinar 13.27 2.07 46.07
Merino46744 F 2023 Espinar 12.11 0 44.03
Merino46745 M 2023 Espinar 11.11 0 45.19
Merino46746 F 2023 Espinar 0 0 0
Merino46747 M 2023 Espinar 11.56 2.06 46.95
Merino46748 F 2023 Espinar 13 3.87 0
Merino46749 M 2023 Espinar 10.16 2.2 43.92
Merino46750 F 2023 Espinar 12.23 3.21 45.3
Merino46751 M 2023 Espinar 13.13 1.06 0
Merino46752 F 2023 Espinar 12.15 4.47 44
Merino46753 M 2023 Espinar 12.48 1.38 44.53
Merino46754 F 2023 Espinar 13.2 0.46 43.85
Merino46755 M 2023 Espinar 11.39 0 0
Merino46756 F 2023 Espinar 11.52 0.53 42.05
Merino46757 M 2023 Espinar 10.27 3.74 43.04
Merino46758 F 2023 Espinar 0 3.67 44.09
Merino46759 M 2023 Espinar 12.97 0 44.88
Merino46760 F 2023 Espinar 13.77 3.19 46.13
Merino46761 M 2023 Espinar 10.72 0 0
Merino46762 F 2023 Espinar 11.07 2.11 0
Merino46763 M 2023 Espinar 12.64 0 43.02
Merino46764 F 2023 Espinar 10.6 0 43.04
Merino46765 M 2023 Espinar 13.25 1.73 0
Merino46766 F 2023 Espinar 0 1.96 42.98
Merino46767 M 2023 Espinar 12.95 0 45.79
Merino46768 F 2023 Espinar 0 1.47 46.84
Merino46769 M 2023 Espinar 10.32 0 43.34
Merino46770 F 2023 Espinar 12.54 0.71 43.28
Merino46771 M 2023 Espinar 11.28 3.19 45.53
Merino46772 F 2023 Espinar 10.89 2.6 44.7
Merino46773 M 2023 Espinar 13.75 5.05 47.26
Merino46774 F 2023 Espinar 12.42 0.78 46.21
Merino46775 M 2023 Espinar 12.09 0 45.26
Merino46776 F 2023 Espinar 11.25 0 44.51
Merino46777 M 2023 Espinar 10.97 0.63 45.99
Merino46778 F 2023 Espinar 12.63 4.13 0
Merino46779 M 2023 Espinar 12.28 1.41 46.97
Merino46780 F 2023 Espinar 12.01 3.25 45.37
Merino46781 M 2023 Espinar 11.98 0 46.52
Merino46782 F 2023 Espinar 0 0 46.97
Merino46783 M 2023 Espinar 11.57 2.9 42.08
Merino46784 F 2023 Espinar 12.48 0.11 0
Merino46785 M 2023 Espinar 0 0.25 46.4
Merino46786 F 2023 Espinar 0 1.36 43.85
Merino46787 M 2023 Espinar 14.22 2.39 44.23
Merino46788 F 2023 Espinar 12.36 2.16 0
Merino46789 M 2023 Espinar 14.85 1.51 45.12
Merino46790 F 2023 Espinar 13.62 3.72 45.02
Merino46791 M 2023 Espinar 10.75 1.2 44.53
Merino46792 F 2023 Espinar 10.78 0.89 43.79
Merino46793 M 2023 Espinar 0 1.9 46.05
Merino46794 F 2023 Espinar 0 3.43 45.82
Merino46795 M 2023 Espinar 10.24 0 44.91
Merino46796 F 2023 Espinar 11.3 3.67 46.36
Merino46797 M 2023 Espinar 12.61 0 46.41
Merino46798 F 2023 Espinar 12.08 1.78 44.68
Merino46799 M 2023 Espinar 11.76 2.71 45.9
Merino46800 F 2023 Espinar 12.47 0 0
Merino46801 M 2023 Espinar 11.44 1.45 42.57
Merino46802 F 2023 Espinar 11.18 0.25 42.51
Merino46803 M 2023 Espinar 0 2.51 44.9
Merino46804 F 2023 Espinar 11 0 45.28
Merino46805 M 2023 Espinar 11.55 0 44.4
Merino46806 F 2023 Espinar 11.95 2.28 44.57
Merino46807 M 2023 Espinar 13.5 0.78 0
Merino46808 F 2023 Espinar 11.4 0.26 46.47
Merino46809 M 2023 Espinar 12.36 0 45.32
Merino46810 F 2023 Espinar 12.69 5.97 0
Merino46811 M 2023 Espinar 11.41 0 44.41
Merino46812 F 2023 Espinar 12.78 1.71 43.05
Merino46813 M 2023 Espinar 11.62 0.47 43.31
Merino46814 F 2023 Espinar 12.55 0.53 46.09
Merino46815 M 2023 Espinar 11.46 1.85 0
Merino46816 F 2023 Espinar 11.54 1.44 45.5
Merino46817 M 2023 Espinar 12.17 0 45.46
Merino46818 F 2023 Espinar 10.16 0 44.65
Merino46819 M 2023 Espinar 12.41 0 0
Merino46820 F 2023 Espinar 10.75 1.13 45.43
Merino46821 M 2023 Espinar 0 0 44.21
Merino46822 F 2023 Espinar 12.31 2.85 45.39
Merino46823 M 2023 Espinar 0 4.22 43.19
Merino46824 F 2023 Espinar 0 0.74 44.06
Merino46825 M 2023 Espinar 12.88 0.9 0
Merino46826 F 2023 Espinar 10.98 1.98 43.99
Merino46827 M 2023 Espinar 0 5.49 44.7
Merino46828 F 2023 Espinar 13.07 2.75 45.64
Merino46829 M 2023 Espinar 12.44 2.7 46.35
Merino46830 F 2023 Espinar 12.71 1.61 45.21
Merino46831 M 2023 Espinar 12.27 0.24 46.38
Merino46832 F 2023 Espinar 14.44 0.91 44.21
Merino46833 M 2023 Espinar 15.18 2.47 45.98
Merino46834 F 2023 Espinar 13.84 2.45 45.28
Merino46835 M 2023 Espinar 13.29 0.43 44.01
Merino46836 F 2023 Espinar 12.37 0 43.65
Merino46837 M 2023 Espinar 13.96 4.12 0
Merino46838 F 2023 Espinar 12.9 3.6 43.41
Merino46839 M 2023 Espinar 14.96 2.16 0
Merino46840 F 2023 Espinar 15.33 3.09 44.12
Merino46841 M 2023 Espinar 14.92 0 45.39
Merino46842 F 2023 Espinar 12.07 2.33 44.45
Merino46843 M 2023 Espinar 13.74 0 0
Merino46844 F 2023 Espinar 13.76 3.79 42.48
Merino46845 M 2023 Espinar 14 0.6 45.56
Merino46846 F 2023 Espinar 0 1.78 45.8
Merino46847 M 2023 Espinar 13.4 0 0
Merino46848 F 2023 Espinar 0 1.57 45.1
Merino46849 M 2023 Espinar 15.18 2.38 0
Merino46850 F 2023 Espinar 14.54 4.54 42.31
Merino46851 M 2023 Espinar 0 0 44.03
Merino46852 F 2023 Espinar 13.59 1 42.2
Merino46853 M 2023 Espinar 17.11 0 44.9
Merino46854 F 2023 Espinar 14.63 0 0
Merino46855 M 2023 Espinar 14.26 2.01 44.74
Merino46856 F 2023 Espinar 14.36 1.75 45.19
Merino46857 M 2023 Espinar 0 2.06 44.83
Merino46858 F 2023 Espinar 13.25 1.55 43.2
Merino46859 M 2023 Espinar 13.82 2.23 42.92
Merino46860 F 2023 Espinar 14.65 4.39 43.82
Merino46861 M 2023 Espinar 14.24 1.03 0
Merino46862 F 2023 Espinar 14.72 4.39 44.56
Merino46863 M 2023 Espinar 13.53 1.68 42.31
Merino46864 F 2023 Espinar 14.21 2.16 44.92
Merino46865 M 2023 Espinar 12.63 0.39 44.58
Merino46866 F 2023 Espinar 13.56 1.84 46.82
Merino46867 M 2023 Espinar 0 0.87 43.67
Merino46868 F 2023 Espinar 13.07 0 44.18
Merino46869 M 2023 Espinar 16 0 46.28
Merino46870 F 2023 Espinar 13.23 4.48 43.67
Merino46871 M 2023 Espinar 12.58 0 46.31
Merino46872 F 2023 Espinar 11.74 3.15 44.26
Merino46873 M 2023 Espinar 14.53 1.65 42.89
Merino46874 F 2023 Espinar 13.74 1.98 43.9
Merino46875 M 2023 Espinar 14.74 1.27 44.52
Merino46876 F 2023 Espinar 14.27 2.24 44.82
Merino46877 M 2023 Espinar 12.49 1.99 0
Merino46878 F 2023 Espinar 13.5 2.31 45.22
Merino46879 M 2023 Espinar 14.03 6.07 43.17
Merino46880 F 2023 Espinar 0 3.09 43.94
Merino46881 M 2023 Espinar 0 0 44.44
Merino46882 F 2023 Espinar 13.23 2.02 42.13
Merino46883 M 2023 Espinar 13.8 1.51 44.99
Merino46884 F 2023 Espinar 14.07 2.89 44.66
Merino46885 M 2023 Espinar 13.49 3.05 44.68
Merino46886 F 2023 Espinar 15.09 2.53 46.62
Merino46887 M 2023 Espinar 15.3 4.84 44.89
Merino46888 F 2023 Espinar 14.67 5.61 43.78
Merino46889 M 2023 Espinar 14.23 4.38 43.56
Merino46890 F 2023 Espinar 14.54 3.39 43.62
Merino46891 M 2023 Espinar 15.74 6.09 46.07
Merino46892 F 2023 Espinar 14.07 2.16 46.86
Merino46893 M 2023 Espinar 13.44 3.44 44.31
Merino46894 F 2023 Espinar 14.62 3.01 45.21
Merino46895 M 2023 Espinar 13.46 0.98 0
Merino46896 F 2023 Espinar 13.31 0 0
Merino46897 M 2023 Espinar 13.27 0.27 44.03
Merino46898 F 2023 Espinar 13.2 0 45.72
Merino46899 M 2023 Espinar 13.91 1.68 0
Merino46900 F 2023 Espinar 14.01 2.73 45.51
Merino46901 M 2023 Espinar 0 1.93 44.41
Merino46902 F 2023 Espinar 13.18 0 0
Merino46903 M 2023 Espinar 14.14 1.81 44.34
Merino46904 F 2023 Espinar 13.35 1.44 46.24
Merino46905 M 2023 Espinar 13.45 2.78 43.17
Merino46906 F 2023 Espinar 12.14 1.11 44.72
Merino46907 M 2023 Espinar 11.11 1.3 46.38
Merino46908 F 2023 Espinar 13.1 2.28 44.3
Merino46909 M 2023 Espinar 12.85 3.95 44.71
Merino46910 F 2023 Espinar 13.88 3.42 45.82
Merino46911 M 2023 Espinar 14.3 2.16 44.2
Merino46912 F 2023 Espinar 13.79 4.08 45.15
Merino46913 M 2023 Espinar 0 0 44.09
Merino46914 F 2023 Espinar 15.14 0.52 0
Merino46915 M 2023 Espinar 13.3 1.39 43.65
Merino46916 F 2023 Espinar 13.96 2.87 44.25
Merino46917 M 2023 Espinar 12.03 2.39 46.99
Merino46918 F 2023 Espinar 13.91 2.79 0
Merino46919 M 2023 Espinar 10.76 0 43.73
Merino46920 F 2023 Espinar 13.74 1.84 44.04
Merino46921 M 2023 Espinar 12.72 0 43.8
Merino46922 F 2023 Espinar 0 3.78 42.89
Merino46923 M 2023 Espinar 15.96 0 45.37
Merino46924 F 2023 Espinar 14.68 3.59 46.12
Merino46925 M 2023 Espinar 13.77 2.54 47.04
Merino46926 F 2023 Espinar 15.52 4.69 46.53
Merino46927 M 2023 Espinar 11.5 0.54 44.22
Merino46928 F 2023 Espinar 14.46 3.47 0
Merino46929 M 2023 Espinar 12.55 1.89 45.88
Merino46930 F 2023 Espinar 13.14 0 42.28
Merino46931 M 2023 Espinar 13.91 1.65 44.65
Merino46932 F 2023 Espinar 12.98 0 43.94
Merino46933 M 2023 Espinar 13.71 2.72 44.41
Merino46934 F 2023 Espinar 11.81 1.09 43.15
Merino46935 M 2023 Espinar 15.64 0 44.85
Merino46936 F 2023 Espinar 14.25 0 0
Merino46937 M 2023 Espinar 14.57 2.83 45.41
Merino46938 F 2023 Espinar 14.56 1.23 46.09
Merino46939 M 2023 Espinar 14.24 4.09 43.88
Merino46940 F 2023 Espinar 13.07 3.96 0
Merino46941 M 2023 Espinar 15.29 0.8 45.93
Merino46942 F 2023 Espinar 16.08 2.8 44.62
Merino46943 M 2023 Espinar 12.12 0 43.66
Merino46944 F 2023 Espinar 10.92 0.22 43.48
Merino46945 M 2023 Espinar 15.1 1.09 43.77
Merino46946 F 2023 Espinar 13.13 0 42.95
Merino46947 M 2023 Espinar 15.13 3.82 45.26
Merino46948 F 2023 Espinar 13.64 1.85 43.22
Merino46949 M 2023 Espinar 13.93 3.58 0
Merino46950 F 2023 Espinar 12.54 5.67 46.36
Merino46951 M 2023 Espinar 14.02 3.37 44.85
Merino46952 F 2023 Espinar 13.98 4.71 47.09
Merino46953 M 2023 Espinar 13.28 0 44.6
Merino46954 F 2023 Espinar 13.43 0.77 0
Merino46955 M 2023 Espinar 14.85 0.69 40.28
Merino46956 F 2023 Espinar 15.86 3.09 43.5
Merino46957 M 2023 Espinar 14.2 1.98 0
Merino46958 F 2023 Espinar 14.24 0 44.84
Merino46959 M 2023 Espinar 12.5 4.5 46.32
Merino46960 F 2023 Espinar 12.92 5.41 46.22
Merino46961 M 2023 Espinar 12.38 0 45.9
Merino46962 F 2023 Espinar 15.1 0 0
Merino46963 M 2023 Espinar 11.76 0 0
Merino46964 F 2023 Espinar 12.15 0.7 45.71
Merino46965 M 2023 Espinar 16.46 1.15 0
Merino46966 F 2023 Espinar 15.66 1.42 0
Merino46967 M 2023 Espinar 13.85 1.8 43.59
Merino46968 F 2023 Espinar 12.87 0.51 42.46
Merino46969 M 2023 Espinar 14.83 5.87 45.99
Merino46970 F 2023 Espinar 14.72 5.42 45.53
Merino46971 M 2023 Espinar 13.91 0 0
Merino46972 F 2023 Espinar 12.35 0.71 0
Merino46973 M 2023 Espinar 14.27 1.87 45.03
Merino46974 F 2023 Espinar 15.04 4 45.07
Merino46975 M 2023 Espinar 15.61 0.26 0
Merino46976 F 2023 Espinar 14.25 0 44.93
Merino46977 M 2023 Espinar 13.87 0 44.93
Merino46978 F 2023 Espinar 13.94 0 44.73
Merino46979 M 2023 Espinar 11.73 4.4 45.17
Merino46980 F 2023 Espinar 11.82 0 45.57
Merino46981 M 2023 Espinar 14.75 2.16 44.34
Merino46982 F 2023 Espinar 14.07 2.41 43.08
Merino46983 M 2023 Espinar 14.56 0 0
Merino46984 F 2023 Espinar 12.5 1.66 42.92
Merino46985 M 2023 Espinar 13.73 0 43.96
Merino46986 F 2023 Espinar 13.52 1.39 0
Merino46987 M 2023 Espinar 14.06 0 0
Merino46988 F 2023 Espinar 12.75 0 0
Merino46989 M 2023 Espinar 14.73 0 45.03
Merino46990 F 2023 Espinar 14.3 2 45.44
Merino46991 M 2023 Espinar 15.84 3.62 44.78
Merino46992 F 2023 Espinar 14.88 4.56 44.66
Merino46993 M 2023 Espinar 16.37 3.47 44.13
Merino46994 F 2023 Espinar 14.9 4.1 42.31
Merino46995 M 2023 Espinar 0 1.15 45.74
Merino46996 F 2023 Espinar 15.88 3.21 46.36
Merino46997 M 2023 Espinar 14.93 4.84 45.25
Merino46998 F 2023 Espinar 0 0.69 42.92
Merino46999 M 2023 Espinar 14.83 2.98 43.93
Merino47000 F 2023 Espinar 15.14 4.72 44.53
Merino47001 M 2023 Espinar 16.51 0 45.93
Merino47002 F 2023 Espinar 15.78 1.88 46.54
Merino47003 M 2023 Espinar 14.39 0 44.8
Merino47004 F 2023 Espinar 15.74 2.41 44.58
Merino47005 M 2023 Espinar 17.93 6.59 43.89
Merino47006 F 2023 Espinar 0 5.25 45.74
Merino47007 M 2023 Espinar 0 4.45 44.41
Merino47008 F 2023 Espinar 14.54 2.34 45.16
Merino47009 M 2023 Espinar 0 0 0
Merino47010 F 2023 Espinar 15.91 0.71 46.88
Merino47011 M 2023 Espinar 14.51 0.83 45.43
Merino47012 F 2023 Espinar 14.65 3.52 45.7
Merino47013 M 2023 Espinar 13.48 5.55 47.41
Merino47014 F 2023 Espinar 16.05 2.32 0
Merino47015 M 2023 Espinar 14.73 2.07 45.52
Merino47016 F 2023 Espinar 0 3.36 45.7
Merino47017 M 2023 Espinar 13.98 1.09 46.33
Merino47018 F 2023 Espinar 15.16 2.87 46.05
Merino47019 M 2023 Espinar 15.26 3.87 0
Merino47020 F 2023 Espinar 13.04 0 44.72
Merino47021 M 2023 Espinar 15.43 2.63 45.08
Merino47022 F 2023 Espinar 17.45 0 43.81
Merino47023 M 2023 Espinar 13.78 2.85 43.67
Merino47024 F 2023 Espinar 14.11 4.46 43.95
Merino47025 M 2023 Espinar 14.14 0 43.13
Merino47026 F 2023 Espinar 17.12 3.98 44.57
Merino47027 M 2023 Espinar 16.26 1.15 0
Merino47028 F 2023 Espinar 14.98 0 44.24
Merino47029 M 2023 Espinar 16.5 5.22 42.51
Merino47030 F 2023 Espinar 13.56 3.79 45.02
Merino47031 M 2023 Espinar 15.54 2.46 45.65
Merino47032 F 2023 Espinar 15.77 0 48.12
Merino47033 M 2023 Espinar 13.72 3.01 46.75
Merino47034 F 2023 Espinar 14.46 3.41 46.58
Merino47035 M 2023 Espinar 14.84 2.47 0
Merino47036 F 2023 Espinar 14.75 3.21 43.21
Merino47037 M 2023 Espinar 14.85 0.81 44.71
Merino47038 F 2023 Espinar 13.51 0 45.12
Merino47039 M 2023 Espinar 12.03 4.15 45.95
Merino47040 F 2023 Espinar 13.81 1.83 45.12
Merino47041 M 2023 Espinar 14.38 1.89 42.67
Merino47042 F 2023 Espinar 14.54 1.89 42.54
Merino47043 M 2023 Espinar 14.33 2.34 0
Merino47044 F 2023 Espinar 15.39 2.94 44.76
Merino47045 M 2023 Espinar 14.47 4.57 47.45
Merino47046 F 2023 Espinar 15.73 0 44.09
Merino47047 M 2023 Espinar 14.21 4.09 0
Merino47048 F 2023 Espinar 15.56 3.3 0
Merino47049 M 2023 Espinar 14.4 6.7 45.18
Merino47050 F 2023 Espinar 0 3.33 44.03
Merino47051 M 2023 Espinar 0 3.5 44.38
Merino47052 F 2023 Espinar 17.32 2.78 42.19
Merino47053 M 2023 Espinar 15.45 1.81 42.9
Merino47054 F 2023 Espinar 15.82 1.88 43.72
Merino47055 M 2023 Espinar 18.31 0 44.28
Merino47056 F 2023 Espinar 14.73 0 44.27
Merino47057 M 2023 Espinar 0 3.8 45.08
Merino47058 F 2023 Espinar 14.34 2.5 47.86
Merino47059 M 2023 Espinar 14.61 1.25 45.21
Merino47060 F 2023 Espinar 16.01 4.42 42.47
Merino47061 M 2023 Espinar 12.95 0 43.74
Merino47062 F 2023 Espinar 14.55 3.81 0
Merino47063 M 2023 Espinar 14.11 0 43.63
Merino47064 F 2023 Espinar 12.16 2.38 44.48
Merino47065 M 2023 Espinar 0 3.96 44.66
Merino47066 F 2023 Espinar 14.91 3.47 0
Merino47067 M 2023 Espinar 14.86 3.52 45.16
Merino47068 F 2023 Espinar 13.39 0 42.83
Merino47069 M 2023 Espinar 15.37 1.39 0
Merino47070 F 2023 Espinar 14.59 3.42 44.56
